"DATE","TIME PERIOD","Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition) (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M)"
"2014-06-02","02 Jun 2014","0.092174"
"2014-06-03","03 Jun 2014","0.091679"
"2014-06-04","04 Jun 2014","0.062232"
"2014-06-05","05 Jun 2014","0.062936"
"2014-06-06","06 Jun 2014","0.111912"
"2014-06-09","09 Jun 2014","0.082470"
"2014-06-10","10 Jun 2014","0.058854"
"2014-06-11","11 Jun 2014","0.053677"
"2014-06-12","12 Jun 2014","0.056673"
"2014-06-13","13 Jun 2014","0.039222"
"2014-06-16","16 Jun 2014","0.047931"
"2014-06-17","17 Jun 2014","0.057617"
"2014-06-18","18 Jun 2014","0.044803"
"2014-06-19","19 Jun 2014","0.052495"
"2014-06-20","20 Jun 2014","0.054052"
"2014-06-23","23 Jun 2014","0.039810"
"2014-06-24","24 Jun 2014","0.040844"
"2014-06-25","25 Jun 2014","0.048249"
"2014-06-26","26 Jun 2014","0.040962"
"2014-06-27","27 Jun 2014","0.042445"
"2014-06-30","30 Jun 2014","0.048715"
"2014-07-01","01 Jul 2014","0.051987"
"2014-07-02","02 Jul 2014","0.059941"
"2014-07-03","03 Jul 2014","0.051060"
"2014-07-04","04 Jul 2014","0.057231"
"2014-07-07","07 Jul 2014","0.058974"
"2014-07-08","08 Jul 2014","0.054283"
"2014-07-09","09 Jul 2014","0.051348"
"2014-07-10","10 Jul 2014","0.050170"
"2014-07-11","11 Jul 2014","0.044818"
"2014-07-14","14 Jul 2014","0.056593"
"2014-07-15","15 Jul 2014","0.044116"
"2014-07-16","16 Jul 2014","0.053174"
"2014-07-17","17 Jul 2014","0.032990"
"2014-07-18","18 Jul 2014","0.053198"
"2014-07-21","21 Jul 2014","0.041906"
"2014-07-22","22 Jul 2014","0.041809"
"2014-07-23","23 Jul 2014","0.049342"
"2014-07-24","24 Jul 2014","0.037306"
"2014-07-25","25 Jul 2014","0.030369"
"2014-07-28","28 Jul 2014","0.037474"
"2014-07-29","29 Jul 2014","0.034636"
"2014-07-30","30 Jul 2014","0.027285"
"2014-07-31","31 Jul 2014","0.035375"
"2014-08-01","01 Aug 2014","0.028987"
"2014-08-04","04 Aug 2014","0.044349"
"2014-08-05","05 Aug 2014","0.042079"
"2014-08-06","06 Aug 2014","0.022233"
"2014-08-07","07 Aug 2014","0.040180"
"2014-08-08","08 Aug 2014","0.031750"
"2014-08-11","11 Aug 2014","0.027584"
"2014-08-12","12 Aug 2014","0.025499"
"2014-08-13","13 Aug 2014","0.039834"
"2014-08-14","14 Aug 2014","0.042361"
"2014-08-15","15 Aug 2014","0.039351"
"2014-08-18","18 Aug 2014","0.034843"
"2014-08-19","19 Aug 2014","0.033004"
"2014-08-20","20 Aug 2014","0.024240"
"2014-08-21","21 Aug 2014","0.026136"
"2014-08-22","22 Aug 2014","0.030246"
"2014-08-25","25 Aug 2014","0.001870"
"2014-08-26","26 Aug 2014","0.003126"
"2014-08-27","27 Aug 2014","0.003363"
"2014-08-28","28 Aug 2014","0.004396"
"2014-08-29","29 Aug 2014","-0.003203"
"2014-09-01","01 Sep 2014","-0.001101"
"2014-09-02","02 Sep 2014","0.002924"
"2014-09-03","03 Sep 2014","0.015918"
"2014-09-04","04 Sep 2014","-0.028565"
"2014-09-05","05 Sep 2014","-0.029444"
"2014-09-08","08 Sep 2014","-0.029646"
"2014-09-09","09 Sep 2014","-0.030123"
"2014-09-10","10 Sep 2014","-0.024435"
"2014-09-11","11 Sep 2014","-0.029352"
"2014-09-12","12 Sep 2014","-0.026740"
"2014-09-15","15 Sep 2014","-0.028875"
"2014-09-16","16 Sep 2014","-0.017499"
"2014-09-17","17 Sep 2014","-0.029330"
"2014-09-18","18 Sep 2014","-0.025762"
"2014-09-19","19 Sep 2014","-0.027846"
"2014-09-22","22 Sep 2014","-0.028271"
"2014-09-23","23 Sep 2014","-0.018610"
"2014-09-24","24 Sep 2014","-0.025159"
"2014-09-25","25 Sep 2014","-0.027331"
"2014-09-26","26 Sep 2014","-0.028166"
"2014-09-29","29 Sep 2014","-0.027457"
"2014-09-30","30 Sep 2014","-0.027975"
"2014-10-01","01 Oct 2014","-0.028817"
"2014-10-02","02 Oct 2014","-0.027499"
"2014-10-03","03 Oct 2014","-0.024322"
"2014-10-06","06 Oct 2014","-0.025696"
"2014-10-07","07 Oct 2014","-0.025758"
"2014-10-08","08 Oct 2014","-0.025127"
"2014-10-09","09 Oct 2014","-0.027383"
"2014-10-10","10 Oct 2014","-0.024704"
"2014-10-13","13 Oct 2014","-0.022057"
"2014-10-14","14 Oct 2014","-0.023577"
"2014-10-15","15 Oct 2014","-0.024219"
"2014-10-16","16 Oct 2014","-0.020768"
"2014-10-17","17 Oct 2014","-0.020417"
"2014-10-20","20 Oct 2014","-0.021780"
"2014-10-21","21 Oct 2014","-0.020685"
"2014-10-22","22 Oct 2014","-0.020225"
"2014-10-23","23 Oct 2014","-0.020702"
"2014-10-24","24 Oct 2014","-0.020869"
"2014-10-27","27 Oct 2014","-0.019473"
"2014-10-28","28 Oct 2014","-0.020629"
"2014-10-29","29 Oct 2014","-0.019862"
"2014-10-30","30 Oct 2014","-0.022534"
"2014-10-31","31 Oct 2014","-0.023065"
"2014-11-03","03 Nov 2014","-0.022110"
"2014-11-04","04 Nov 2014","-0.021178"
"2014-11-05","05 Nov 2014","-0.022284"
"2014-11-06","06 Nov 2014","-0.023245"
"2014-11-07","07 Nov 2014","-0.023492"
"2014-11-10","10 Nov 2014","-0.022273"
"2014-11-11","11 Nov 2014","-0.021792"
"2014-11-12","12 Nov 2014","-0.022016"
"2014-11-13","13 Nov 2014","-0.021561"
"2014-11-14","14 Nov 2014","-0.021770"
"2014-11-17","17 Nov 2014","-0.019924"
"2014-11-18","18 Nov 2014","-0.020184"
"2014-11-19","19 Nov 2014","-0.015262"
"2014-11-20","20 Nov 2014","-0.016535"
"2014-11-21","21 Nov 2014","-0.018261"
"2014-11-24","24 Nov 2014","-0.018807"
"2014-11-25","25 Nov 2014","-0.018586"
"2014-11-26","26 Nov 2014","-0.018019"
"2014-11-27","27 Nov 2014","-0.018056"
"2014-11-28","28 Nov 2014","-0.016115"
"2014-12-01","01 Dec 2014","-0.014554"
"2014-12-02","02 Dec 2014","-0.014210"
"2014-12-03","03 Dec 2014","-0.016410"
"2014-12-04","04 Dec 2014","-0.016145"
"2014-12-05","05 Dec 2014","-0.015600"
"2014-12-08","08 Dec 2014","-0.016041"
"2014-12-09","09 Dec 2014","-0.015367"
"2014-12-10","10 Dec 2014","-0.014978"
"2014-12-11","11 Dec 2014","-0.015079"
"2014-12-12","12 Dec 2014","-0.015530"
"2014-12-15","15 Dec 2014","-0.015211"
"2014-12-16","16 Dec 2014","-0.015183"
"2014-12-17","17 Dec 2014","-0.016274"
"2014-12-18","18 Dec 2014","-0.017960"
"2014-12-19","19 Dec 2014","-0.019091"
"2014-12-22","22 Dec 2014","-0.019435"
"2014-12-23","23 Dec 2014","-0.019947"
"2014-12-24","24 Dec 2014","-0.020484"
"2014-12-29","29 Dec 2014","-0.021245"
"2014-12-30","30 Dec 2014","-0.022881"
"2014-12-31","31 Dec 2014","-0.023440"
"2015-01-02","02 Jan 2015","-0.022751"
"2015-01-05","05 Jan 2015","-0.022004"
"2015-01-06","06 Jan 2015","-0.020038"
"2015-01-07","07 Jan 2015","-0.024220"
"2015-01-08","08 Jan 2015","-0.025596"
"2015-01-09","09 Jan 2015","-0.027609"
"2015-01-12","12 Jan 2015","-0.026731"
"2015-01-13","13 Jan 2015","-0.027293"
"2015-01-14","14 Jan 2015","-0.026609"
"2015-01-15","15 Jan 2015","-0.032166"
"2015-01-16","16 Jan 2015","-0.032361"
"2015-01-19","19 Jan 2015","-0.033381"
"2015-01-20","20 Jan 2015","-0.030289"
"2015-01-21","21 Jan 2015","-0.175670"
"2015-01-22","22 Jan 2015","-0.160880"
"2015-01-23","23 Jan 2015","-0.151636"
"2015-01-26","26 Jan 2015","-0.134952"
"2015-01-27","27 Jan 2015","-0.142110"
"2015-01-28","28 Jan 2015","-0.153620"
"2015-01-29","29 Jan 2015","-0.140901"
"2015-01-30","30 Jan 2015","-0.145534"
"2015-02-02","02 Feb 2015","-0.166935"
"2015-02-03","03 Feb 2015","-0.164551"
"2015-02-04","04 Feb 2015","-0.187632"
"2015-02-05","05 Feb 2015","-0.191482"
"2015-02-06","06 Feb 2015","-0.190698"
"2015-02-09","09 Feb 2015","-0.172701"
"2015-02-10","10 Feb 2015","-0.213460"
"2015-02-11","11 Feb 2015","-0.219397"
"2015-02-12","12 Feb 2015","-0.175853"
"2015-02-13","13 Feb 2015","-0.162342"
"2015-02-16","16 Feb 2015","-0.183070"
"2015-02-17","17 Feb 2015","-0.193666"
"2015-02-18","18 Feb 2015","-0.178234"
"2015-02-19","19 Feb 2015","-0.162091"
"2015-02-20","20 Feb 2015","-0.176006"
"2015-02-23","23 Feb 2015","-0.183537"
"2015-02-24","24 Feb 2015","-0.173588"
"2015-02-25","25 Feb 2015","-0.196091"
"2015-02-26","26 Feb 2015","-0.196655"
"2015-02-27","27 Feb 2015","-0.207679"
"2015-03-02","02 Mar 2015","-0.187543"
"2015-03-03","03 Mar 2015","-0.202946"
"2015-03-04","04 Mar 2015","-0.176812"
"2015-03-05","05 Mar 2015","-0.191261"
"2015-03-06","06 Mar 2015","-0.199074"
"2015-03-09","09 Mar 2015","-0.197850"
"2015-03-10","10 Mar 2015","-0.195137"
"2015-03-11","11 Mar 2015","-0.206226"
"2015-03-12","12 Mar 2015","-0.207308"
"2015-03-13","13 Mar 2015","-0.203340"
"2015-03-16","16 Mar 2015","-0.208492"
"2015-03-17","17 Mar 2015","-0.189065"
"2015-03-18","18 Mar 2015","-0.204898"
"2015-03-19","19 Mar 2015","-0.214549"
"2015-03-20","20 Mar 2015","-0.180797"
"2015-03-23","23 Mar 2015","-0.201736"
"2015-03-24","24 Mar 2015","-0.221643"
"2015-03-25","25 Mar 2015","-0.220592"
"2015-03-26","26 Mar 2015","-0.207745"
"2015-03-27","27 Mar 2015","-0.211496"
"2015-03-30","30 Mar 2015","-0.216565"
"2015-03-31","31 Mar 2015","-0.214782"
"2015-04-01","01 Apr 2015","-0.252386"
"2015-04-02","02 Apr 2015","-0.245668"
"2015-04-07","07 Apr 2015","-0.234214"
"2015-04-08","08 Apr 2015","-0.239780"
"2015-04-09","09 Apr 2015","-0.259808"
"2015-04-10","10 Apr 2015","-0.272620"
"2015-04-13","13 Apr 2015","-0.259818"
"2015-04-14","14 Apr 2015","-0.261433"
"2015-04-15","15 Apr 2015","-0.260657"
"2015-04-16","16 Apr 2015","-0.283664"
"2015-04-17","17 Apr 2015","-0.284076"
"2015-04-20","20 Apr 2015","-0.245376"
"2015-04-21","21 Apr 2015","-0.252402"
"2015-04-22","22 Apr 2015","-0.251629"
"2015-04-23","23 Apr 2015","-0.281873"
"2015-04-24","24 Apr 2015","-0.273847"
"2015-04-27","27 Apr 2015","-0.291666"
"2015-04-28","28 Apr 2015","-0.299899"
"2015-04-29","29 Apr 2015","-0.295010"
"2015-04-30","30 Apr 2015","-0.281804"
"2015-05-04","04 May 2015","-0.301437"
"2015-05-05","05 May 2015","-0.306507"
"2015-05-06","06 May 2015","-0.301691"
"2015-05-07","07 May 2015","-0.302428"
"2015-05-08","08 May 2015","-0.288391"
"2015-05-11","11 May 2015","-0.281573"
"2015-05-12","12 May 2015","-0.282999"
"2015-05-13","13 May 2015","-0.272628"
"2015-05-14","14 May 2015","-0.276230"
"2015-05-15","15 May 2015","-0.264141"
"2015-05-18","18 May 2015","-0.272396"
"2015-05-19","19 May 2015","-0.260406"
"2015-05-20","20 May 2015","-0.269814"
"2015-05-21","21 May 2015","-0.276313"
"2015-05-22","22 May 2015","-0.274918"
"2015-05-25","25 May 2015","-0.276677"
"2015-05-26","26 May 2015","-0.268650"
"2015-05-27","27 May 2015","-0.248967"
"2015-05-28","28 May 2015","-0.273512"
"2015-05-29","29 May 2015","-0.241859"
"2015-06-01","01 Jun 2015","-0.266233"
"2015-06-02","02 Jun 2015","-0.271906"
"2015-06-03","03 Jun 2015","-0.232837"
"2015-06-04","04 Jun 2015","-0.268482"
"2015-06-05","05 Jun 2015","-0.271530"
"2015-06-08","08 Jun 2015","-0.252213"
"2015-06-09","09 Jun 2015","-0.256701"
"2015-06-10","10 Jun 2015","-0.240005"
"2015-06-11","11 Jun 2015","-0.261529"
"2015-06-12","12 Jun 2015","-0.253023"
"2015-06-15","15 Jun 2015","-0.260238"
"2015-06-16","16 Jun 2015","-0.245401"
"2015-06-17","17 Jun 2015","-0.233942"
"2015-06-18","18 Jun 2015","-0.261062"
"2015-06-19","19 Jun 2015","-0.250230"
"2015-06-22","22 Jun 2015","-0.237119"
"2015-06-23","23 Jun 2015","-0.246280"
"2015-06-24","24 Jun 2015","-0.250131"
"2015-06-25","25 Jun 2015","-0.244232"
"2015-06-26","26 Jun 2015","-0.250058"
"2015-06-29","29 Jun 2015","-0.259796"
"2015-06-30","30 Jun 2015","-0.265922"
"2015-07-01","01 Jul 2015","-0.258228"
"2015-07-02","02 Jul 2015","-0.264235"
"2015-07-03","03 Jul 2015","-0.259158"
"2015-07-06","06 Jul 2015","-0.291160"
"2015-07-07","07 Jul 2015","-0.260289"
"2015-07-08","08 Jul 2015","-0.284249"
"2015-07-09","09 Jul 2015","-0.257098"
"2015-07-10","10 Jul 2015","-0.269216"
"2015-07-13","13 Jul 2015","-0.264820"
"2015-07-14","14 Jul 2015","-0.264685"
"2015-07-15","15 Jul 2015","-0.254296"
"2015-07-16","16 Jul 2015","-0.266759"
"2015-07-17","17 Jul 2015","-0.273904"
"2015-07-20","20 Jul 2015","-0.253688"
"2015-07-21","21 Jul 2015","-0.258711"
"2015-07-22","22 Jul 2015","-0.256689"
"2015-07-23","23 Jul 2015","-0.244207"
"2015-07-24","24 Jul 2015","-0.248676"
"2015-07-27","27 Jul 2015","-0.247551"
"2015-07-28","28 Jul 2015","-0.262791"
"2015-07-29","29 Jul 2015","-0.256193"
"2015-07-30","30 Jul 2015","-0.257067"
"2015-07-31","31 Jul 2015","-0.268931"
"2015-08-03","03 Aug 2015","-0.254245"
"2015-08-04","04 Aug 2015","-0.252016"
"2015-08-05","05 Aug 2015","-0.251779"
"2015-08-06","06 Aug 2015","-0.250345"
"2015-08-07","07 Aug 2015","-0.267931"
"2015-08-10","10 Aug 2015","-0.264327"
"2015-08-11","11 Aug 2015","-0.254518"
"2015-08-12","12 Aug 2015","-0.260588"
"2015-08-13","13 Aug 2015","-0.259336"
"2015-08-14","14 Aug 2015","-0.255197"
"2015-08-17","17 Aug 2015","-0.261615"
"2015-08-18","18 Aug 2015","-0.250488"
"2015-08-19","19 Aug 2015","-0.244188"
"2015-08-20","20 Aug 2015","-0.251496"
"2015-08-21","21 Aug 2015","-0.247649"
"2015-08-24","24 Aug 2015","-0.237366"
"2015-08-25","25 Aug 2015","-0.256332"
"2015-08-26","26 Aug 2015","-0.242034"
"2015-08-27","27 Aug 2015","-0.248601"
"2015-08-28","28 Aug 2015","-0.252865"
"2015-08-31","31 Aug 2015","-0.253950"
"2015-09-01","01 Sep 2015","-0.273763"
"2015-09-02","02 Sep 2015","-0.273102"
"2015-09-03","03 Sep 2015","-0.259072"
"2015-09-04","04 Sep 2015","-0.270011"
"2015-09-07","07 Sep 2015","-0.248789"
"2015-09-08","08 Sep 2015","-0.248907"
"2015-09-09","09 Sep 2015","-0.240765"
"2015-09-10","10 Sep 2015","-0.250207"
"2015-09-11","11 Sep 2015","-0.245928"
"2015-09-14","14 Sep 2015","-0.238039"
"2015-09-15","15 Sep 2015","-0.257025"
"2015-09-16","16 Sep 2015","-0.257169"
"2015-09-17","17 Sep 2015","-0.252372"
"2015-09-18","18 Sep 2015","-0.268273"
"2015-09-21","21 Sep 2015","-0.260677"
"2015-09-22","22 Sep 2015","-0.262667"
"2015-09-23","23 Sep 2015","-0.266585"
"2015-09-24","24 Sep 2015","-0.251062"
"2015-09-25","25 Sep 2015","-0.269048"
"2015-09-28","28 Sep 2015","-0.279897"
"2015-09-29","29 Sep 2015","-0.315528"
"2015-09-30","30 Sep 2015","-0.358134"
"2015-10-01","01 Oct 2015","-0.331182"
"2015-10-02","02 Oct 2015","-0.309803"
"2015-10-05","05 Oct 2015","-0.303269"
"2015-10-06","06 Oct 2015","-0.282476"
"2015-10-07","07 Oct 2015","-0.302700"
"2015-10-08","08 Oct 2015","-0.307478"
"2015-10-09","09 Oct 2015","-0.306425"
"2015-10-12","12 Oct 2015","-0.308666"
"2015-10-13","13 Oct 2015","-0.302627"
"2015-10-14","14 Oct 2015","-0.291382"
"2015-10-15","15 Oct 2015","-0.322161"
"2015-10-16","16 Oct 2015","-0.332567"
"2015-10-19","19 Oct 2015","-0.302346"
"2015-10-20","20 Oct 2015","-0.295184"
"2015-10-21","21 Oct 2015","-0.316642"
"2015-10-22","22 Oct 2015","-0.336907"
"2015-10-23","23 Oct 2015","-0.333423"
"2015-10-26","26 Oct 2015","-0.347988"
"2015-10-27","27 Oct 2015","-0.366295"
"2015-10-28","28 Oct 2015","-0.356962"
"2015-10-29","29 Oct 2015","-0.350377"
"2015-10-30","30 Oct 2015","-0.347210"
"2015-11-02","02 Nov 2015","-0.336365"
"2015-11-03","03 Nov 2015","-0.343196"
"2015-11-04","04 Nov 2015","-0.352341"
"2015-11-05","05 Nov 2015","-0.344511"
"2015-11-06","06 Nov 2015","-0.357559"
"2015-11-09","09 Nov 2015","-0.352648"
"2015-11-10","10 Nov 2015","-0.338480"
"2015-11-11","11 Nov 2015","-0.346028"
"2015-11-12","12 Nov 2015","-0.336934"
"2015-11-13","13 Nov 2015","-0.382320"
"2015-11-16","16 Nov 2015","-0.368933"
"2015-11-17","17 Nov 2015","-0.370821"
"2015-11-18","18 Nov 2015","-0.363642"
"2015-11-19","19 Nov 2015","-0.352207"
"2015-11-20","20 Nov 2015","-0.377228"
"2015-11-23","23 Nov 2015","-0.379808"
"2015-11-24","24 Nov 2015","-0.371849"
"2015-11-25","25 Nov 2015","-0.405400"
"2015-11-26","26 Nov 2015","-0.410860"
"2015-11-27","27 Nov 2015","-0.404454"
"2015-11-30","30 Nov 2015","-0.409204"
"2015-12-01","01 Dec 2015","-0.434444"
"2015-12-02","02 Dec 2015","-0.423029"
"2015-12-03","03 Dec 2015","-0.353493"
"2015-12-04","04 Dec 2015","-0.343578"
"2015-12-07","07 Dec 2015","-0.344214"
"2015-12-08","08 Dec 2015","-0.359351"
"2015-12-09","09 Dec 2015","-0.368963"
"2015-12-10","10 Dec 2015","-0.367543"
"2015-12-11","11 Dec 2015","-0.381325"
"2015-12-14","14 Dec 2015","-0.377491"
"2015-12-15","15 Dec 2015","-0.382320"
"2015-12-16","16 Dec 2015","-0.397334"
"2015-12-17","17 Dec 2015","-0.424307"
"2015-12-18","18 Dec 2015","-0.413719"
"2015-12-21","21 Dec 2015","-0.413743"
"2015-12-22","22 Dec 2015","-0.416446"
"2015-12-23","23 Dec 2015","-0.426278"
"2015-12-28","28 Dec 2015","-0.420946"
"2015-12-29","29 Dec 2015","-0.441341"
"2015-12-30","30 Dec 2015","-0.452143"
"2016-01-04","04 Jan 2016","-0.467927"
"2016-01-05","05 Jan 2016","-0.467882"
"2016-01-06","06 Jan 2016","-0.477923"
"2016-01-07","07 Jan 2016","-0.470725"
"2016-01-08","08 Jan 2016","-0.484062"
"2016-01-11","11 Jan 2016","-0.473211"
"2016-01-12","12 Jan 2016","-0.480549"
"2016-01-13","13 Jan 2016","-0.458026"
"2016-01-14","14 Jan 2016","-0.446759"
"2016-01-15","15 Jan 2016","-0.444302"
"2016-01-18","18 Jan 2016","-0.445999"
"2016-01-19","19 Jan 2016","-0.435131"
"2016-01-20","20 Jan 2016","-0.429171"
"2016-01-21","21 Jan 2016","-0.449387"
"2016-01-22","22 Jan 2016","-0.436988"
"2016-01-25","25 Jan 2016","-0.438019"
"2016-01-26","26 Jan 2016","-0.437585"
"2016-01-27","27 Jan 2016","-0.429088"
"2016-01-28","28 Jan 2016","-0.433995"
"2016-01-29","29 Jan 2016","-0.452468"
"2016-02-01","01 Feb 2016","-0.450312"
"2016-02-02","02 Feb 2016","-0.443613"
"2016-02-03","03 Feb 2016","-0.448111"
"2016-02-04","04 Feb 2016","-0.451586"
"2016-02-05","05 Feb 2016","-0.451197"
"2016-02-08","08 Feb 2016","-0.463054"
"2016-02-09","09 Feb 2016","-0.473472"
"2016-02-10","10 Feb 2016","-0.466398"
"2016-02-11","11 Feb 2016","-0.495680"
"2016-02-12","12 Feb 2016","-0.470657"
"2016-02-15","15 Feb 2016","-0.462309"
"2016-02-16","16 Feb 2016","-0.455473"
"2016-02-17","17 Feb 2016","-0.459198"
"2016-02-18","18 Feb 2016","-0.467405"
"2016-02-19","19 Feb 2016","-0.477531"
"2016-02-22","22 Feb 2016","-0.472938"
"2016-02-23","23 Feb 2016","-0.472438"
"2016-02-24","24 Feb 2016","-0.474537"
"2016-02-25","25 Feb 2016","-0.485969"
"2016-02-26","26 Feb 2016","-0.502402"
"2016-02-29","29 Feb 2016","-0.503489"
"2016-03-01","01 Mar 2016","-0.514984"
"2016-03-02","02 Mar 2016","-0.496753"
"2016-03-03","03 Mar 2016","-0.506274"
"2016-03-04","04 Mar 2016","-0.500313"
"2016-03-07","07 Mar 2016","-0.494310"
"2016-03-08","08 Mar 2016","-0.492622"
"2016-03-09","09 Mar 2016","-0.486994"
"2016-03-10","10 Mar 2016","-0.478019"
"2016-03-11","11 Mar 2016","-0.453209"
"2016-03-14","14 Mar 2016","-0.463166"
"2016-03-15","15 Mar 2016","-0.466579"
"2016-03-16","16 Mar 2016","-0.465763"
"2016-03-17","17 Mar 2016","-0.469478"
"2016-03-18","18 Mar 2016","-0.484032"
"2016-03-21","21 Mar 2016","-0.477923"
"2016-03-22","22 Mar 2016","-0.479037"
"2016-03-23","23 Mar 2016","-0.481110"
"2016-03-24","24 Mar 2016","-0.476859"
"2016-03-29","29 Mar 2016","-0.488465"
"2016-03-30","30 Mar 2016","-0.491049"
"2016-03-31","31 Mar 2016","-0.494270"
"2016-04-01","01 Apr 2016","-0.494942"
"2016-04-04","04 Apr 2016","-0.492618"
"2016-04-05","05 Apr 2016","-0.492173"
"2016-04-06","06 Apr 2016","-0.569197"
"2016-04-07","07 Apr 2016","-0.520771"
"2016-04-08","08 Apr 2016","-0.564548"
"2016-04-11","11 Apr 2016","-0.535260"
"2016-04-12","12 Apr 2016","-0.585416"
"2016-04-13","13 Apr 2016","-0.583465"
"2016-04-14","14 Apr 2016","-0.591884"
"2016-04-15","15 Apr 2016","-0.542845"
"2016-04-18","18 Apr 2016","-0.581220"
"2016-04-19","19 Apr 2016","-0.576926"
"2016-04-20","20 Apr 2016","-0.558773"
"2016-04-21","21 Apr 2016","-0.553459"
"2016-04-22","22 Apr 2016","-0.558643"
"2016-04-25","25 Apr 2016","-0.551734"
"2016-04-26","26 Apr 2016","-0.553121"
"2016-04-27","27 Apr 2016","-0.572305"
"2016-04-28","28 Apr 2016","-0.574288"
"2016-04-29","29 Apr 2016","-0.543334"
"2016-05-02","02 May 2016","-0.536679"
"2016-05-03","03 May 2016","-0.537393"
"2016-05-04","04 May 2016","-0.545056"
"2016-05-05","05 May 2016","-0.534310"
"2016-05-06","06 May 2016","-0.536054"
"2016-05-09","09 May 2016","-0.536856"
"2016-05-10","10 May 2016","-0.540319"
"2016-05-11","11 May 2016","-0.540739"
"2016-05-12","12 May 2016","-0.544034"
"2016-05-13","13 May 2016","-0.548750"
"2016-05-16","16 May 2016","-0.547895"
"2016-05-17","17 May 2016","-0.550461"
"2016-05-18","18 May 2016","-0.562313"
"2016-05-19","19 May 2016","-0.561627"
"2016-05-20","20 May 2016","-0.563623"
"2016-05-23","23 May 2016","-0.566757"
"2016-05-24","24 May 2016","-0.576809"
"2016-05-25","25 May 2016","-0.578479"
"2016-05-26","26 May 2016","-0.579455"
"2016-05-27","27 May 2016","-0.577000"
"2016-05-30","30 May 2016","-0.565905"
"2016-05-31","31 May 2016","-0.561839"
"2016-06-01","01 Jun 2016","-0.567892"
"2016-06-02","02 Jun 2016","-0.568493"
"2016-06-03","03 Jun 2016","-0.566219"
"2016-06-06","06 Jun 2016","-0.565047"
"2016-06-07","07 Jun 2016","-0.559675"
"2016-06-08","08 Jun 2016","-0.557200"
"2016-06-09","09 Jun 2016","-0.569216"
"2016-06-10","10 Jun 2016","-0.564317"
"2016-06-13","13 Jun 2016","-0.569778"
"2016-06-14","14 Jun 2016","-0.572724"
"2016-06-15","15 Jun 2016","-0.568302"
"2016-06-16","16 Jun 2016","-0.569000"
"2016-06-17","17 Jun 2016","-0.565154"
"2016-06-20","20 Jun 2016","-0.558538"
"2016-06-21","21 Jun 2016","-0.561915"
"2016-06-22","22 Jun 2016","-0.566672"
"2016-06-23","23 Jun 2016","-0.566153"
"2016-06-24","24 Jun 2016","-0.625699"
"2016-06-27","27 Jun 2016","-0.612154"
"2016-06-28","28 Jun 2016","-0.625665"
"2016-06-29","29 Jun 2016","-0.641040"
"2016-06-30","30 Jun 2016","-0.650018"
"2016-07-01","01 Jul 2016","-0.665730"
"2016-07-04","04 Jul 2016","-0.667158"
"2016-07-05","05 Jul 2016","-0.649465"
"2016-07-06","06 Jul 2016","-0.681629"
"2016-07-07","07 Jul 2016","-0.678023"
"2016-07-08","08 Jul 2016","-0.674225"
"2016-07-11","11 Jul 2016","-0.673389"
"2016-07-12","12 Jul 2016","-0.660921"
"2016-07-13","13 Jul 2016","-0.665154"
"2016-07-14","14 Jul 2016","-0.658617"
"2016-07-15","15 Jul 2016","-0.660634"
"2016-07-18","18 Jul 2016","-0.653512"
"2016-07-19","19 Jul 2016","-0.652013"
"2016-07-20","20 Jul 2016","-0.651388"
"2016-07-21","21 Jul 2016","-0.645591"
"2016-07-22","22 Jul 2016","-0.637987"
"2016-07-25","25 Jul 2016","-0.643355"
"2016-07-26","26 Jul 2016","-0.636700"
"2016-07-27","27 Jul 2016","-0.662801"
"2016-07-28","28 Jul 2016","-0.663693"
"2016-07-29","29 Jul 2016","-0.645031"
"2016-08-01","01 Aug 2016","-0.643429"
"2016-08-02","02 Aug 2016","-0.655486"
"2016-08-03","03 Aug 2016","-0.666919"
"2016-08-04","04 Aug 2016","-0.659290"
"2016-08-05","05 Aug 2016","-0.654685"
"2016-08-08","08 Aug 2016","-0.653813"
"2016-08-09","09 Aug 2016","-0.649975"
"2016-08-10","10 Aug 2016","-0.646841"
"2016-08-11","11 Aug 2016","-0.629581"
"2016-08-12","12 Aug 2016","-0.650721"
"2016-08-15","15 Aug 2016","-0.645387"
"2016-08-16","16 Aug 2016","-0.641889"
"2016-08-17","17 Aug 2016","-0.649987"
"2016-08-18","18 Aug 2016","-0.638450"
"2016-08-19","19 Aug 2016","-0.636711"
"2016-08-22","22 Aug 2016","-0.641871"
"2016-08-23","23 Aug 2016","-0.653292"
"2016-08-24","24 Aug 2016","-0.647933"
"2016-08-25","25 Aug 2016","-0.645197"
"2016-08-26","26 Aug 2016","-0.640278"
"2016-08-29","29 Aug 2016","-0.653153"
"2016-08-30","30 Aug 2016","-0.653530"
"2016-08-31","31 Aug 2016","-0.654387"
"2016-09-01","01 Sep 2016","-0.652094"
"2016-09-02","02 Sep 2016","-0.655702"
"2016-09-05","05 Sep 2016","-0.651302"
"2016-09-06","06 Sep 2016","-0.655492"
"2016-09-07","07 Sep 2016","-0.662639"
"2016-09-08","08 Sep 2016","-0.649583"
"2016-09-09","09 Sep 2016","-0.639584"
"2016-09-12","12 Sep 2016","-0.628088"
"2016-09-13","13 Sep 2016","-0.636762"
